action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20,action_21,action_22,action_23,action_24,action_25,action_26,action_27,action_28
-0.15220361948013306,0.2297719419002533,-0.04173749312758446,0.4813043475151062,-0.06523145735263824,0.055351369082927704,-0.390766441822052,-0.41728106141090393,0.11956363916397095,0.419814795255661,-0.0811280831694603,-0.2681122422218323,-0.09705601632595062,0.33020612597465515,-0.38501033186912537,-1.0591243505477905,0.7517182230949402,0.4221397340297699,-0.9180788993835449,-0.7380272746086121,-0.9032427668571472,-0.1130138486623764,-1.193324089050293,-0.7455505728721619,-0.6614866852760315,-0.9137200713157654,0.7777939438819885,-1.0621166229248047,-0.10155615210533142
-0.45100587606430054,0.25786638259887695,-0.056968264281749725,0.4489102363586426,-0.5697490572929382,0.010892875492572784,-0.5283118486404419,-0.3430306613445282,0.11146637797355652,0.6841045022010803,-0.5183727145195007,-0.29381266236305237,-0.08150982111692429,0.060559846460819244,-0.18278071284294128,-0.8762475848197937,0.6490896940231323,0.4347692131996155,-0.8153613805770874,-0.8716341257095337,-0.8164153099060059,-0.1254744678735733,-0.9625799655914307,-0.6878995895385742,-0.5531662106513977,-0.7918086051940918,0.7584590315818787,-1.0189520120620728,-0.14141793549060822
-0.3237180709838867,0.2454715073108673,-0.0636090561747551,0.5311790108680725,-0.672781765460968,0.06191859394311905,-0.20504695177078247,-0.3526715338230133,0.09018009901046753,0.7769579887390137,-0.5882155299186707,-0.2856568992137909,-0.045380886644124985,0.10135950893163681,-0.17863279581069946,-0.772788941860199,0.5025498867034912,0.46770450472831726,-0.5990312099456787,-0.7915734052658081,-0.6917355060577393,-0.0727929025888443,-0.6780863404273987,-0.6103408932685852,-0.5221206545829773,-0.5624772310256958,0.7949938774108887,-0.8381245136260986,0.0003128424286842346
-0.03362967073917389,0.3644324541091919,-0.08079737424850464,0.5783796310424805,-0.22956986725330353,0.14057734608650208,-0.02273491770029068,-0.20635482668876648,0.05533415451645851,0.6056210994720459,-0.18487432599067688,-0.10839687287807465,0.03877662494778633,-0.15196019411087036,-0.39531636238098145,-0.3787071108818054,0.41996145248413086,0.48089107871055603,-0.4025385081768036,-0.7850857377052307,-0.3959799110889435,-0.04485298693180084,-0.3693062365055084,-0.4975641369819641,-0.4158666729927063,-0.39432039856910706,0.7709619402885437,-0.2798803150653839,0.06972454488277435
0.07300056517124176,0.135554701089859,-0.023708604276180267,0.5931950807571411,0.20450936257839203,0.18859931826591492,-0.06485660374164581,-0.14845439791679382,0.043100614100694656,0.5179557204246521,0.12845605611801147,0.07855823636054993,0.05462770536541939,-0.07741089910268784,-0.41402748227119446,0.015731219202280045,0.4150945544242859,0.390247106552124,-0.22754237055778503,-0.7879706621170044,-0.1693820059299469,-0.035536833107471466,-0.04402073472738266,-0.43297234177589417,-0.32366743683815,-0.19203267991542816,0.7865043878555298,0.0487556979060173,0.03156639635562897
0.038447052240371704,0.05229572206735611,0.003769359551370144,0.5441713929176331,0.4233635663986206,0.17049139738082886,-0.24976468086242676,-0.10617980360984802,0.01142706349492073,0.52479088306427,0.07480017095804214,0.16663935780525208,-0.01179024949669838,-0.14328321814537048,-0.25609710812568665,0.07909484207630157,0.4411966800689697,0.41645127534866333,-0.09294980764389038,-0.7851831316947937,-0.057304512709379196,-0.11118236184120178,0.03752874955534935,-0.42664238810539246,-0.3518194854259491,-0.1884271651506424,0.792483925819397,-0.028321558609604836,0.07824091613292694
-0.05014629662036896,-0.033661216497421265,-0.007166394032537937,0.47553837299346924,0.38860392570495605,0.12173017114400864,-0.2518552839756012,-0.20924106240272522,0.031941529363393784,0.44861385226249695,-0.13104400038719177,0.01893075928092003,0.006482336670160294,0.18877261877059937,-0.1447415053844452,-0.02385568991303444,0.4837161898612976,0.45385801792144775,-0.11625603586435318,-0.8057011961936951,-0.11438311636447906,-0.06685152649879456,0.04503379762172699,-0.41505545377731323,-0.40960565209388733,-0.047198738902807236,0.815762996673584,0.04989222437143326,0.031709231436252594
-0.0875668004155159,0.1792072057723999,-0.04282179847359657,0.4454449415206909,0.24744461476802826,0.23548543453216553,-0.4694106876850128,-0.11732964217662811,0.005120031535625458,0.34826940298080444,-0.3969005048274994,0.06913541257381439,0.006872791796922684,-0.27929285168647766,0.025351449847221375,-0.033375997096300125,0.41145068407058716,0.4092217981815338,-0.05246361717581749,-0.8329063057899475,0.03581623733043671,-0.03511571139097214,-0.03291768953204155,-0.4116867780685425,-0.3470214307308197,-0.11729162931442261,0.8095991015434265,0.04081831872463226,0.04003140330314636
-0.05012614652514458,-0.07919259369373322,-0.003152580000460148,0.397413432598114,-0.03929193317890167,-0.23293346166610718,-0.25824907422065735,-0.6283430457115173,0.16394734382629395,0.36992916464805603,-0.0484982468187809,-0.49449485540390015,0.028026465326547623,1.154127597808838,-0.2999913692474365,-0.2245299071073532,0.5644811391830444,0.5532596707344055,-0.2923824191093445,-0.7508888840675354,-0.18218305706977844,-0.05002736300230026,-0.18543145060539246,-0.5835375785827637,-0.5418356657028198,-0.15307706594467163,0.8177779316902161,-0.15545836091041565,-0.05357008054852486
0.061698079109191895,0.5520145893096924,-0.16077600419521332,0.41726699471473694,-0.03022901713848114,0.2000381052494049,-0.7114096879959106,0.017695244401693344,-0.019707005470991135,0.3886035084724426,-0.5370118021965027,-0.053678225725889206,0.03640216216444969,-0.9159611463546753,0.05148625373840332,-0.03613144904375076,0.4545425772666931,0.4487239122390747,-0.031123965978622437,-0.9438791871070862,0.0170208141207695,0.18186040222644806,-0.19997191429138184,-0.40763336420059204,-0.33140328526496887,-0.33042919635772705,0.7940371632575989,-0.08944358676671982,-0.0011132434010505676
